time,distance
0.0,752.7668961903147
0.03333333333333333,776.073450132138
0.06666666666666667,795.5105279001655
0.1,842.0213774008354
0.13333333333333333,885.0943452536571
0.16666666666666666,917.0387123780544
0.2,937.6406561151239
0.23333333333333334,948.2615672903759
0.26666666666666666,960.7835344134495
0.3,976.418455376587
0.3333333333333333,1006.0402576437982
0.36666666666666664,1032.0198641499107
0.4,1054.24190772327
0.43333333333333335,1065.5045753069294
0.4666666666666667,1073.3484988576636
0.5,1077.5012761013325
0.5333333333333333,1077.4646165884058
0.5666666666666667,1085.3888704054414
0.6,1100.272693471941
0.6333333333333333,1113.0291999763529
0.6666666666666666,1129.3737202538405
0.7,1141.7968295629482
0.7333333333333333,1149.4076735432038
0.7666666666666667,1155.4410413344335
0.8,1161.437471412043
0.8333333333333334,1168.38050308964
0.8666666666666667,1174.5658772499735
0.9,1176.8432350997307
0.9333333333333333,1184.5155127730493
0.9666666666666667,1187.5929437311422
1.0,1188.5928655347045
1.0333333333333334,1189.3569691223909
1.0666666666666667,1190.3016424419484
1.1,1189.6570934517224
1.1333333333333333,1192.319588029988
1.1666666666666667,1193.0653795999615
1.2,1188.663535236107
1.2333333333333334,1185.828402425916
1.2666666666666666,1189.1513780843884
1.3,1187.5571565192135
1.3333333333333333,1187.1920653373656
1.3666666666666667,1184.1304826749458
1.4,1181.2705024675763
1.4333333333333333,1180.1160959837807
1.4666666666666666,1178.492681351904
1.5,1179.2476415070755
1.5333333333333334,1179.946608961609
1.5666666666666667,1177.321111676844
1.6,1178.611471181237
1.6333333333333333,1178.2130537385842
1.6666666666666667,1173.9936115669454
1.7,1173.1005924472122
1.7333333333333334,1168.871678158043
1.7666666666666666,1169.3151841997092
1.8,1174.1081721885764
1.8333333333333333,1182.2495506448713
1.8666666666666667,1180.6074707539335
1.9,1180.46939816329
1.9333333333333333,1176.5428169004306
1.9666666666666666,1174.8608428235234
2.0,1173.5902180914768
2.033333333333333,1166.8594602607461
2.066666666666667,1167.9220864424133
2.1,1173.9016142760856
2.1333333333333333,1186.5399276889084
2.1666666666666665,1204.2001494768217
2.2,1197.2121783543635
2.2333333333333334,1193.4797861715128
2.2666666666666666,1195.846980177648
2.3,1188.1077392223317
2.3333333333333335,1177.2514599693643
2.3666666666666667,1174.370469655977
2.4,1176.20576431167
2.433333333333333,1168.7985284042754
2.466666666666667,1164.950213528458
2.5,1158.345803290192
2.533333333333333,1144.6859831412282
2.566666666666667,1113.5286255862486
2.6,1091.078365654823
2.6333333333333333,1077.368089373358
2.6666666666666665,1062.2702104455345
2.7,1038.334242910249
2.7333333333333334,1018.4502933378732
2.7666666666666666,1000.0359993520233
2.8,976.240236826981
2.8333333333333335,947.8079974340794
2.8666666666666667,918.6952704787371
2.9,874.305438619708
2.933333333333333,857.7651193654356
2.966666666666667,842.2404644755558
3.0,819.8835283136258
3.033333333333333,817.3181754983796
3.066666666666667,803.5452694154823
3.1,782.1745329528442
3.1333333333333333,750.9700393491074
3.1666666666666665,719.4755034050846
3.2,702.0113959188982
3.2333333333333334,691.3559141281718
3.2666666666666666,677.5559017527631
3.3,677.8038064218879
3.3333333333333335,666.2762189962958
3.3666666666666667,644.715441105609
3.4,623.2335035923534
3.433333333333333,606.488252153329
3.466666666666667,599.6282181485458
3.5,590.3329568980542
3.533333333333333,553.2314163168971
3.566666666666667,580.4903099966441
3.6,566.4803615307419
3.6333333333333333,565.0805252351208
3.6666666666666665,612.2221818915091
3.7,651.5519933205638
3.7333333333333334,654.9656479541503
3.7666666666666666,644.3616996687497
3.8,658.6448208253064
3.8333333333333335,625.4318508039065
3.8666666666666667,599.9083263299485
3.9,582.8979327463771
3.933333333333333,603.252849143707
3.966666666666667,605.8976811310636
4.0,608.0370054527931
4.033333333333333,605.2478831024525
4.066666666666666,604.7024061470237
4.1,571.2241241404288
4.133333333333334,523.8940732629069
4.166666666666667,493.3153149862672
4.2,469.6913880411264
4.233333333333333,448.84964074843595
4.266666666666667,451.29701971096597
4.3,442.7392008846743
4.333333333333333,383.29362113137233
4.366666666666666,351.35309874825356
4.4,333.56858365259757
4.433333333333334,293.63923443572725
4.466666666666667,272.5472436110848
4.5,238.0756182392477
4.533333333333333,238.2120903732638
4.566666666666666,231.07790893982056
4.6,214.55302374937528
4.633333333333334,191.23022773609824
4.666666666666667,166.20770138594662
4.7,156.33937443907084
4.733333333333333,143.55835050598765
4.766666666666667,142.41137595009747
4.8,151.40013210033868
4.833333333333333,161.4094173212951
4.866666666666666,181.06904760339356
4.9,205.30221625691235
4.933333333333334,240.18534509832193
4.966666666666667,277.91365565585295
5.0,317.0141952657641
5.033333333333333,346.56024007378574
5.066666666666666,357.1120272407526
5.1,368.099171419877
5.133333333333334,376.19276973381614
5.166666666666667,384.08853146117235
5.2,382.0117799230804
5.233333333333333,381.69359439215117
5.266666666666667,375.4703716673261
5.3,382.51405202946466
5.333333333333333,373.3537196814838
5.366666666666666,365.6364314452268
5.4,362.42792386900874
5.433333333333334,341.2565017695634
5.466666666666667,327.00611615075337
5.5,294.11052344314373
5.533333333333333,270.60118255469615
5.566666666666666,273.4373785714016
5.6,225.28204544525957
5.633333333333334,0.0
5.666666666666667,0.0
5.7,0.0
5.733333333333333,0.0
5.766666666666667,0.0
5.8,0.0
5.833333333333333,0.0
5.866666666666666,0.0
5.9,0.0
5.933333333333334,0.0
5.966666666666667,0.0
6.0,0.0
6.033333333333333,0.0
6.066666666666666,0.0
6.1,0.0
6.133333333333334,0.0
6.166666666666667,0.0
6.2,0.0
6.233333333333333,0.0
6.266666666666667,0.0
6.3,0.0
6.333333333333333,0.0
6.366666666666666,0.0
6.4,0.0
6.433333333333334,0.0
6.466666666666667,0.0
6.5,0.0
6.533333333333333,0.0
6.566666666666666,0.0
6.6,0.0
6.633333333333334,0.0
6.666666666666667,0.0
6.7,0.0
6.733333333333333,0.0
6.766666666666667,0.0
6.8,0.0
6.833333333333333,0.0
6.866666666666666,0.0
6.9,0.0
6.933333333333334,0.0
6.966666666666667,0.0
7.0,0.0
7.033333333333333,0.0
7.066666666666666,0.0
7.1,0.0
7.133333333333334,0.0
7.166666666666667,0.0
7.2,0.0
7.233333333333333,0.0
7.266666666666667,0.0
7.3,0.0
7.333333333333333,0.0
7.366666666666666,0.0
7.4,0.0
7.433333333333334,0.0
7.466666666666667,0.0
7.5,0.0
7.533333333333333,381.54029931319184
7.566666666666666,392.5939378034256
7.6,395.8042445452044
7.633333333333334,406.09974144291203
7.666666666666667,413.05810729242444
7.7,408.09435183545486
7.733333333333333,405.73143826920784
7.766666666666667,410.6300037746877
7.8,406.5882438044661
7.833333333333333,397.1460688462118
7.866666666666666,395.41876536148357
7.9,414.2475105537751
7.933333333333334,405.48736108539805
7.966666666666667,
8.0,
8.033333333333333,
8.066666666666666,
8.1,
8.133333333333333,
8.166666666666666,329.9121095079718
8.2,325.2030135161727
8.233333333333333,323.80395303331306
8.266666666666667,322.61587065735
8.3,314.42805218364344
8.333333333333334,303.1913587159106
8.366666666666667,286.2621176474456
8.4,263.10454196003536
8.433333333333334,241.84705910967782
8.466666666666667,221.41589825484527
8.5,0.0
8.533333333333333,0.0
8.566666666666666,0.0
8.6,0.0
8.633333333333333,0.0
8.666666666666666,0.0
8.7,0.0
8.733333333333333,0.0
8.766666666666667,0.0
8.8,0.0
8.833333333333334,0.0
8.866666666666667,0.0
8.9,0.0
8.933333333333334,0.0
8.966666666666667,0.0
9.0,0.0
9.033333333333333,0.0
9.066666666666666,0.0
9.1,0.0
9.133333333333333,0.0
9.166666666666666,0.0
9.2,0.0
9.233333333333333,0.0
9.266666666666667,119.09659944767525
9.3,0.0
9.333333333333334,0.0
9.366666666666667,0.0
9.4,0.0
9.433333333333334,172.40939649566667
9.466666666666667,191.56461051039673
9.5,220.0295434708712
9.533333333333333,248.8453334905037
9.566666666666666,265.9492432777352
9.6,285.1613578309656
9.633333333333333,298.80428377116687
9.666666666666666,338.61482542853906
9.7,359.4022815731698
9.733333333333333,369.10973977937783
9.766666666666667,395.37956446938426
9.8,448.7638577247504
9.833333333333334,463.49217900629134
9.866666666666667,507.1824129442976
9.9,529.340155287694
9.933333333333334,553.6966678606618
9.966666666666667,584.7366928797952
10.0,610.7086048190249
10.033333333333333,648.0617254552224
10.066666666666666,679.1200188479206
10.1,699.1830947613079
10.133333333333333,720.231212875421
10.166666666666666,748.8477815951651
10.2,787.9067203673287
10.233333333333333,803.334301520855
10.266666666666667,846.3108176078101
10.3,863.6069707916906
10.333333333333334,885.8244747126826
10.366666666666667,926.4307853261354
10.4,938.2819405701039
10.433333333333334,962.0566511385907
10.466666666666667,980.336676861577
10.5,989.0460049967343
10.533333333333333,1003.8969070576918
10.566666666666666,1011.7297069869995
10.6,1036.3329580786283
10.633333333333333,1048.4335935098609
10.666666666666666,1063.4058491469755
10.7,1085.3612301902072
10.733333333333333,1103.2397744824104
10.766666666666667,1111.6294346588704
10.8,1130.727641830693
10.833333333333334,1145.8979012110983
10.866666666666667,1165.626441017876
10.9,1173.8867066288808
10.933333333333334,1175.8320458296755
10.966666666666667,
11.0,
11.033333333333333,
11.066666666666666,
11.1,
11.133333333333333,
11.166666666666666,
11.2,
11.233333333333333,
11.266666666666667,
11.3,
11.333333333333334,
11.366666666666667,
11.4,
11.433333333333334,
11.466666666666667,
11.5,
11.533333333333333,
11.566666666666666,
11.6,
11.633333333333333,
11.666666666666666,
11.7,
11.733333333333333,
11.766666666666667,
11.8,
11.833333333333334,
11.866666666666667,
11.9,
11.933333333333334,
11.966666666666667,
12.0,
12.033333333333333,
12.066666666666666,
12.1,
12.133333333333333,
12.166666666666666,
12.2,
12.233333333333333,
12.266666666666667,
12.3,
12.333333333333334,
12.366666666666667,
12.4,
12.433333333333334,
12.466666666666667,
12.5,
12.533333333333333,
12.566666666666666,
12.6,
12.633333333333333,
12.666666666666666,
12.7,
12.733333333333333,
12.766666666666667,
12.8,
12.833333333333334,
12.866666666666667,
12.9,
12.933333333333334,
12.966666666666667,
13.0,
13.033333333333333,
13.066666666666666,
13.1,
13.133333333333333,
13.166666666666666,
13.2,
13.233333333333333,
13.266666666666667,
13.3,
13.333333333333334,
13.366666666666667,
13.4,
13.433333333333334,
13.466666666666667,
13.5,
13.533333333333333,
13.566666666666666,
13.6,
13.633333333333333,
13.666666666666666,
13.7,
13.733333333333333,
13.766666666666667,
13.8,
13.833333333333334,
13.866666666666667,
13.9,
13.933333333333334,
13.966666666666667,
14.0,
14.033333333333333,
14.066666666666666,
14.1,
14.133333333333333,
14.166666666666666,
14.2,
14.233333333333333,
14.266666666666667,1233.9505662707886
14.3,1213.2786159823308
14.333333333333334,1209.9752063575518
14.366666666666667,1216.644976975617
14.4,1217.233338353826
14.433333333333334,1223.0801282009286
14.466666666666667,1212.78852237313
14.5,
14.533333333333333,
14.566666666666666,
14.6,
14.633333333333333,
14.666666666666666,
14.7,
14.733333333333333,
14.766666666666667,
14.8,902.0698420854119
14.833333333333334,883.0090599761703
14.866666666666667,867.129171461784
14.9,
14.933333333333334,
14.966666666666667,
15.0,
15.033333333333333,
15.066666666666666,
15.1,806.0800208416035
15.133333333333333,795.9095425989061
15.166666666666666,777.2136128504184
15.2,772.9482518254375
15.233333333333333,783.6612788698955
15.266666666666667,787.6293544555078
15.3,
15.333333333333334,797.4271126566991
15.366666666666667,806.5953136486722
15.4,808.9264490669099
15.433333333333334,804.8117792378539
15.466666666666667,794.2594034696725
15.5,781.3129974600448
15.533333333333333,761.0499326588236
15.566666666666666,732.792603674464
15.6,689.6209103558273
15.633333333333333,676.9468221359784
15.666666666666666,667.2690611739765
15.7,650.9454662258582
